CLAF,PRID,Drain,Layer,TopDep,BotDep,CFRAG,SDTO,STPC,CLPC,PSCL,BULK,TAWK,TAWC,CECS,BSAT,CECc,PHAQ,TCEQ,GYPS,ELCO,TOTC,TOTN,CNrt,ECEC,ALSA,ESP
Sg,WD-Sg,I,D3,40,60,6,33,32,35,F,1.389999986,,11,21.29999924,100,51.88000107,8.199999809,20,1,1.899999976,3.049999952,0.5,7.670000076,23,0,30
Sg,WD-Sg,I,D4,60,80,8,31,34,35,F,1.399999976,,12,22.79999924,100,58,8.550000191,30,1,1.289999962,2.109999895,0.300000012,7.489999771,22.37999916,0,31
Sg,WD-Sg,I,D5,80,100,8,32,34,34,M,1.299999952,,13,21.39999962,100,50,8.5,30,1,1.450000048,1.700000048,0.300000012,7,24.5,0,30
Sm,WD-Sm,I,D1,0,20,5,34,41,25,M,1.200000048,,9,19.80999947,87,59,7.269999981,5,1,1.220000029,11.88000011,1.340000033,11.10999966,26.35000038,0,9
Sm,WD-Sm,I,D2,20,40,6,29,37,34,M,1.200000048,,11,27.36000061,100,78.69999695,8.380000114,30,0.949999988,5.340000153,5,0.75999999,9.340000153,30.20000076,0,27
Sm,WD-Sm,I,D3,40,60,5,28,42,30,M,1.200000048,,11,28.79999924,100,74.25,8.5,30,1,3.059999943,4,0.649999976,8.75,32,0,35
Sm,WD-Sm,I,D4,60,80,8,24,46,30,M,1.200000048,,12,26.88999939,100,90,8.5,30,1,2.75,2,0.449999988,7.75,32.91999817,0,40
Sm,WD-Sm,I,D5,80,100,4,23,46,31,M,1.200000048,,13,26.22999954,100,96.19999695,8.550000191,30,1,2.880000114,1,0.349999994,8,45,0,46
So,WD-So,M,D1,0,20,5,49,27,24,M,1.49000001,,9,15.61999989,100,53,7.699999809,20,1,0.949999988,6.690000057,0.639999986,10.47999954,19,0,9
So,WD-So,M,D2,20,40,8,43,26,31,M,1.50999999,,11,19,100,53.5,8.199999809,25.75,0.879999995,2.160000086,3.299999952,0.400000006,9.159999847,26,0,21
So,WD-So,M,D3,40,60,8,40,27,33,M,1.50999999,,10,17.70000076,100,55.5,8.350000381,33.5,1,4.300000191,2.299999952,0.300000012,7.670000076,27,0,31
So,WD-So,M,D4,60,80,10,42,27,31,M,1.539999962,,9,19.89999962,100,56,8.449999809,30,1,3.480000019,2,0.300000012,8.840000153,26.75,0,35
So,WD-So,M,D5,80,100,9,44,26,30,M,1.5,,10,19.92000008,100,57.84999847,8.449999809,30,1,2.779999971,1.830000043,0.300000012,7.5,26,0,39
Zo,WD-ST,M,D1,0,20,8,41,33,26,M,1.340000033,,9,15.38000011,100,50,8.100000381,82.5,39.25,27.86000061,4.800000191,0.550000012,9.569999695,23,0,15
Zo,WD-ST,M,D2,20,40,10,42,31,27,M,1.429999948,,11,14.61999989,100,51.33000183,8.079999924,89.59999847,17,13.38000011,3.099999905,0.400000006,9,27,0,22
Zo,WD-ST,M,D3,40,60,10,42,30,28,M,1.379999995,,10,14.05000019,100,51,8.100000381,104.5999985,11.25,14.27000046,2.400000095,0.349999994,8.5,37.5,0,22
Zo,WD-ST,M,D4,60,80,25,41,30,29,M,1.299999952,,12,13.84000015,100,46.61999893,8.100000381,94,14,13.78999996,1.700000048,0.349999994,7.630000114,36.59999847,0,32
Zo,WD-ST,M,D5,80,100,34,41,30,29,M,1.389999986,,14,15.30000019,100,49.25,8.18999958,94,12,14,1.419999957,0.310000002,7,30,0,30
T,WD-T,W,D1,0,20,5,40,40,20,A,0.75999999,,24,28.60000038,35,64.30000305,5.599999905,0,0,0,57.65000153,3.799999952,11.61999989,25.5,0,1
T,WD-T,W,D2,20,40,6,42,39,19,A,0.779999971,,22,24.42000008,32,81.62000275,5.809999943,0,0,0,36,2.75,11.77999973,24.10000038,0,1
T,WD-T,W,D3,40,60,10,43,37,20,A,0.769999981,,20,21.62000084,35,87.30000305,5.96999979,0,0,0,22.95000076,1.940000057,11.51000023,19.5,0,2
T,WD-T,W,D4,60,80,10,44,36,20,A,0.800000012,,19,20.60000038,80,84.5,6,0,0,0,17,1.700000048,11.52999973,16.10000038,0,2
T,WD-T,W,D5,80,100,12,43,36,21,A,0.839999974,,20,19.70000076,80,89.05000305,6.019999981,0,0,0,13.60000038,1.299999952,11.67000008,16,0,2
Th,WD-Th,W,D1,0,20,10,36,43,21,A,0.670000017,,26,33.70000076,14,59.5,5.400000095,0,0,0,75.80000305,4.900000095,11.92000008,22,5,1
Th,WD-Th,W,D2,20,40,10,38,43,19,A,0.680000007,,24,28.52000046,16,80.02999878,5.570000172,0,0,0,56,3.380000114,12.48999977,25.04999924,0,1
Th,WD-Th,W,D3,40,60,9,40,41,19,A,0.709999979,,22,24.5,18,92.30000305,5.800000191,0,0,0,33.20000076,2.400000095,12.14000034,17.12000084,0,1
Th,WD-Th,W,D4,60,80,13,41,39,20,A,0.730000019,,19,21.57999992,21,86,5.829999924,0,0,0,22.02000046,2,12.5,17,0,1
Th,WD-Th,W,D5,80,100,16,40,40,20,A,0.800000012,,20,21.20999908,21,95,5.900000095,0,0,0,19,1.700000048,12.27000046,11,0,1
Tm,WD-Tm,W,D1,0,20,9,42,36,22,A,0.870000005,,20,27.21999931,80,58,6.300000191,0,0,0,41.59999847,3.480000019,10.94999981,31.25,0,1
Tm,WD-Tm,W,D2,20,40,6,41,36,23,A,0.879999995,,20,24.57999992,80,61,6.539999962,1,0.25,0.059999999,29.96999931,2.569999933,11.55000019,28.5,0,2
Tm,WD-Tm,W,D3,40,60,12,41,35,24,A,0.949999988,,20,21.75,80,61,6.449999809,0,0,0,19.30999947,1.799999952,11.69999981,25.25,0,2
Tm,WD-Tm,W,D4,60,80,20,42,34,24,A,0.879999995,,20,22.05999947,80,56,6.449999809,0,0,0,14.30000019,1.700000048,11.57999992,23.62000084,0,2
Tm,WD-Tm,W,D5,80,100,13,41,34,25,A,0.980000019,,21,21.39999962,80,75,6.5,1,1,0.100000001,9.460000038,1.190000057,11.67000008,22,0,2
To,WD-To,W,D1,0,20,3,30,43,27,A,0.810000002,,24,29.93000031,37,69.40000153,5.929999828,0,0,0,54.04999924,2.690000057,11.47000027,23,0,2
To,WD-To,W,D2,20,40,4,28,44,28,A,0.800000012,,21,26.61000061,80,83.59999847,6.03000021,0,0,0,30.38999939,1.5,10.07999992,12.25,0,2
To,WD-To,W,D3,40,60,4,29,42,29,A,0.800000012,,17,28.98999977,80,86.47000122,6.21999979,0,0,0,19,1.5,9.890000343,10.10000038,0,2
To,WD-To,W,D4,60,80,5,32,37,31,A,0.949999988,,16,23.73999977,80,82.30000305,6.300000191,0,0,0,10.80000019,1.230000019,9.800000191,18.5,0,2
To,WD-To,W,D5,80,100,10,32,36,32,A,0.829999983,,19,23.60000038,80,76.90000153,6.400000095,0,0,0,5.760000229,1.100000024,9.710000038,25.79999924,0,2
Tv,WD-Tv,W,D1,0,20,4,57,34,9,A,0.860000014,,24,16.05999947,52,149,5.75,0,0,0,24.67000008,3.049999952,11.75,16,0,2
Tv,WD-Tv,W,D2,20,40,6,66,26,8,A,0.949999988,,21,11.93000031,80,130.1000061,6.099999905,0,0,0,16.25,1.669999957,11.57999992,12.5,0,2
Tv,WD-Tv,W,D3,40,60,10,66,24,10,A,0.980000019,,22,11.64999962,80,150,6.050000191,0,0,0,10.86999989,1.470000029,10.57999992,19,0,3
Tv,WD-Tv,W,D4,60,80,10,65,25,10,A,1.039999962,,22,9.779999733,80,150,6.099999905,0,0,0,7.699999809,1,10.48999977,11,0,3
Tv,WD-Tv,W,D5,80,100,10,65,26,9,A,0.99000001,,21,9.319999695,80,150,6.199999809,0,0,0,7.409999847,1.25,10.19999981,9,0,3
Ux,WD-U,W,D1,0,20,28,56,24,20,M,1.429999948,,19,6.5,18,17.89999962,5.070000172,0,0,0,11.18999958,0.899999976,10.89000034,6.949999809,19,3
Ux,WD-U,W,D2,20,40,28,55,24,21,M,1.399999976,,13,6.699999809,15,16.89999962,4.900000095,0,0,0,6.849999905,1,10.5,7.150000095,20,4
Ux,WD-U,W,D3,-7,-7,-7,-7,-7,-7,-7,-7,,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
Ux,WD-U,W,D4,-7,-7,-7,-7,-7,-7,-7,-7,,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
Ux,WD-U,W,D5,-7,-7,-7,-7,-7,-7,-7,-7,,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
V,WD-V,M,D1,0,20,4,21,27,52,F,1.429999948,,13,41.04000092,100,69.65000153,7.199999809,17.25,1,0.349999994,10.5,1.149999976,11.60000038,44,0,2
V,WD-V,M,D2,20,40,4,19,25,56,F,1.5,,12,41.59999847,100,68.5,7.480000019,26,1,0.430000007,7.150000095,0.709999979,11.22000027,45,0,2
V,WD-V,M,D3,40,60,4,19,24,57,F,1.519999981,,12,41.22000122,100,69.87999725,7.599999905,25,1,0.449999988,5.96999979,0.600000024,10.55000019,46,0,2
V,WD-V,M,D4,60,80,5,20,24,56,F,1.559999943,,11,41.11999893,100,71,7.800000191,29,1,0.400000006,5,0.5,10.40999985,47,0,3
V,WD-V,M,D5,80,100,5,20,24,56,F,1.600000024,,13,40.79999924,100,73,7.900000095,36.90000153,1,0.419999987,4,0.400000006,10,47,0,3
Vc,WD-Vc,M,D1,0,20,5,18,30,52,F,1.610000014,,12,42.52000046,100,74.43000031,7.800000191,25,1.5,0.49000001,8,0.850000024,10.27999973,48,0,2
Vc,WD-Vc,M,D2,20,40,4,17,28,55,F,1.779999971,,10,41.65000153,100,72.40000153,8,29.5,1,0.449999988,6.010000229,0.579999983,9.210000038,48.09999847,0,2
Vc,WD-Vc,M,D3,40,60,4,16,28,56,F,1.799999952,,11,41.18000031,100,69.75,8.020000458,27.57999992,1,0.460000008,4.78000021,0.5,8.25,46.5,0,3
Vc,WD-Vc,M,D4,60,80,5,16,28,56,F,1.779999971,,10,41.38000107,100,69.94999695,8.050000191,31,1.5,0.439999998,4.199999809,0.5,8.25,49,0,4
Vc,WD-Vc,M,D5,80,100,5,17,28,55,F,1.799999952,,11,40.40000153,100,73,8.100000381,40,10,0.540000021,3.700000048,0.340000004,7.599999905,49,0,4
Vp,WD-Vp,I,D1,0,20,4,23,25,52,F,1.299999952,,13,40.38000107,98,69,6.800000191,1,1,0.219999999,13,1.299999952,12.31999969,41.5,0,1
Vp,WD-Vp,I,D2,20,40,4,21,23,56,F,1.370000005,,13,41.29999924,100,67,6.940000057,1,1,0.409999996,8.550000191,0.800000012,12.09000015,44,0,2
Vp,WD-Vp,I,D3,40,60,4,21,22,57,F,1.399999976,,14,41.22000122,100,70,7.199999809,18,1,0.409999996,7,0.699999988,11.68999958,45.90000153,0,2
Vp,WD-Vp,I,D4,60,80,5,22,22,56,F,1.399999976,,14,41.09999847,100,71.62000275,7.599999905,26,1,0.360000014,5.599999905,0.50999999,11.32999992,47,0,2
Vp,WD-Vp,I,D5,80,100,5,22,22,56,F,1.429999948,,15,41.29999924,100,73,7.800000191,34,1,0.400000006,4.320000172,0.5,11.43999958,47,0,3
W,WD-W,I,D1,0,20,4,55,29,16,M,1.399999976,,16,6.199999809,67,34.09999847,5.699999809,0,0,0,8.609999657,0.800000012,10,6.550000191,0,3
W,WD-W,I,D2,20,40,4,48,27,25,M,1.460000038,,10,10.11999989,80,37,5.789999962,0,0,0,4.570000172,0.569999993,9.199999809,12.25,0,4
W,WD-W,I,D3,40,60,4,42,25,33,M,1.49000001,,10,13.5,90,41,6.099999905,0,0,0,3.849999905,0.469999999,8.149999619,12.5,0,5
W,WD-W,I,D4,60,80,4,39,24,37,F,1.5,,10,14.69999981,90,44,6.300000191,0,0,0,2.819999933,0.400000006,7.449999809,14.39999962,0,5
W,WD-W,I,D5,80,100,5,39,24,37,F,1.539999962,,10,15.30000019,99,45.5,6.5,1,1,0.349999994,2.400000095,0.400000006,7,16,0,4
Wd,WD-Wd,I,D1,0,20,5,58,29,13,M,1.399999976,,16,3.710000038,11,23,4.679999828,0,0,0,9.649999619,0.680000007,10.47000027,6,23,1
Wd,WD-Wd,I,D2,20,40,5,50,28,22,M,1.480000019,,10,5.610000134,22,18.79999924,4.679999828,0,0,0,4.5,0.400000006,9.520000458,5,48,4
Wd,WD-Wd,I,D3,40,60,4,41,25,34,M,1.399999976,,10,7,21,20.89999962,4.800000191,0,0,0,3.690000057,0.349999994,9.350000381,5,15,1
Wd,WD-Wd,I,D4,60,80,7,38,22,40,F,1.5,,10,8.199999809,33,26,4.840000153,0,0,0,3,0.300000012,8.25,10.55000019,34,1
Wd,WD-Wd,I,D5,80,100,5,41,21,38,F,1.580000043,,10,8.699999809,34,20,4.75,0,0,0,2.720000029,0.300000012,7,12.5,27,2
We,WD-We,I,D1,0,20,4,58,26,16,M,1.409999967,,18,6.199999809,66,36.06000137,5.599999905,0,0,0,7.760000229,0.720000029,9.93999958,6,0,3
We,WD-We,I,D2,20,40,4,50,25,25,M,1.460000038,,12,10.31999969,80,37,5.860000134,0,0,0,4.599999905,0.579999983,9.710000038,14,0,5
We,WD-We,I,D3,40,60,4,44,23,33,M,1.460000038,,10,14.85000038,92,41,6.199999809,0,0,0,2.900000095,0.430000007,7.639999866,12.89999962,0,5
We,WD-We,I,D4,60,80,4,41,23,36,F,1.440000057,,11,15,96,44,6.349999905,0,0,0,2.200000048,0.400000006,7.5,16.75,0,4
We,WD-We,I,D5,80,100,4,40,24,36,F,1.5,,11,16.39999962,99,48,6.599999905,1,1,0.100000001,2,0.400000006,7.329999924,16,0,4
Wh,WD-Wh,I,D1,0,20,4,55,29,16,M,1.399999976,,16,6.199999809,67,34.09999847,5.699999809,0,0,0,8.609999657,0.800000012,10,6.550000191,0,3
Wh,WD-Wh,I,D2,20,40,4,46,37,17,M,1.460000038,,10,9.699999809,80,37,5.789999962,0,0,0,7,0.569999993,9.199999809,12.25,0,4
Wh,WD-Wh,I,D3,40,60,4,39,33,28,M,1.49000001,,10,7.090000153,90,41,6.099999905,0,0,0,5.099999905,0.469999999,8.149999619,12.5,0,5
Wh,WD-Wh,I,D4,60,80,4,35,31,34,M,1.5,,10,6.900000095,90,44,6.300000191,0,0,0,4,0.400000006,7.449999809,14.39999962,0,5
Wh,WD-Wh,I,D5,80,100,5,34,27,39,F,1.539999962,,10,7.380000114,99,45.5,6.5,1,1,0.349999994,3.5,0.400000006,7,16,0,4
Wm,WD-Wm,I,D1,0,20,4,22,52,26,M,1.24000001,,16,17.07999992,73,44.25,5.929999828,0,0,0,22.63999939,1.870000005,10.60999966,6.550000191,0,2
Wm,WD-Wm,I,D2,20,40,4,22,48,30,M,1.330000043,,10,18.78000069,86,50.5,6.389999866,0,0,0,8.68999958,1,8.359999657,12.25,0,4
Wm,WD-Wm,I,D3,40,60,4,21,38,41,F,1.399999976,,10,24.64999962,95,56,6.849999905,1,1,0.219999999,5,0.699999988,8.5,22.79999924,0,4
Wm,WD-Wm,I,D4,60,80,4,19,39,42,F,1.299999952,,10,26.70999908,94,60.79999924,7.400000095,20,1,0.289999992,3.900000095,0.569999993,8.409999847,27,0,5
Wm,WD-Wm,I,D5,80,100,5,19,42,39,F,1.299999952,,10,25.39999962,100,64.65000153,7.610000134,20,1,0.349999994,2.849999905,0.449999988,7.409999847,27,0,5
WR,WD-WR,-1,D1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WR,WD-WR,-1,D2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WR,WD-WR,-1,D3,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WR,WD-WR,-1,D4,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WR,WD-WR,-1,D5,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ws,WD-Ws,I,D1,0,20,4,63,22,15,M,1.49000001,,16,5.949999809,80,34,6.25,0,0,0,5.760000229,0.699999988,11.14000034,8,0,5
Ws,WD-Ws,I,D2,20,40,4,57,20,23,M,1.559999943,,6,10.39999962,100,36,6.650000095,1,0.649999976,0.200000003,3.650000095,0.439999998,10.43999958,12.25,0,12
Ws,WD-Ws,I,D3,40,60,4,51,18,31,M,1.659999967,,9,12.25,88,36.75,7,6.650000095,1,0.400000006,3.849999905,0.340000004,7,12,0,13
Ws,WD-Ws,I,D4,60,80,4,48,16,36,F,1.75,,9,14,94,40.59999847,7.099999905,11.5,1,0.5,1.99000001,0.400000006,7,14,0,13
Ws,WD-Ws,I,D5,80,100,5,47,17,36,F,1.539999962,,10,13.69999981,100,40.90000153,7.25,12.39999962,1,0.379999995,2.349999905,0.400000006,7,15,0,14
X,WD-X,W,D1,0,20,5,55,26,19,M,1.399999976,,10,12.81000042,100,52.25,7.860000134,171,1,0.200000003,4.599999905,0.839999974,9.729999542,22,0,3
X,WD-X,W,D2,20,40,7,52,25,23,M,1.450000048,,9,12.51000023,100,52,7.949999809,152,1,0.200000003,3,0.550000012,8.5,22.52000046,0,4
X,WD-X,W,D3,40,60,6,51,25,24,M,1.480000019,,9,13.19999981,100,48.5,8.029999733,149.8500061,1,0.200000003,2.299999952,0.370000005,8,23.75,0,3
X,WD-X,W,D4,60,80,5,50,25,25,M,1.450000048,,9,13.69999981,100,49,8.100000381,149.5,12,0.300000012,2,0.300000012,7.119999886,23.52000046,0,3
X,WD-X,W,D5,80,100,5,49,26,25,M,1.429999948,,14,13.80000019,100,49,8.100000381,122,219,0.300000012,1.799999952,0.200000003,8.159999847,23,0,3
Xh,WD-Xh,W,D1,0,20,10,51,29,20,M,1.350000024,,14,14.02000046,100,49,8.020000458,135.8000031,1,0.639999986,7,0.699999988,8.729999542,23.45000076,0,5
Xh,WD-Xh,W,D2,20,40,15,47,29,24,M,1.419999957,,9,17.10000038,100,42,8.100000381,245.6999969,2,0.589999974,4.090000153,0.600000024,7.849999905,18,0,8
Xh,WD-Xh,W,D3,40,60,15,44,30,26,M,1.440000057,,9,18.94000053,100,42.95000076,8.050000191,123.1999969,1,1,2.849999905,0.400000006,7.75,27.62000084,0,7
Xh,WD-Xh,W,D4,60,80,28,38,34,28,M,1.409999967,,9,18.10000038,100,40.97000122,8.149999619,125.4000015,12,1.639999986,2.849999905,0.400000006,7,29.35000038,0,4
Xh,WD-Xh,W,D5,80,100,28,35,37,28,M,1.419999957,,14,13.69999981,100,44,8.149999619,134.8000031,219,1.549999952,2,0.200000003,8.010000229,37,0,9
Xk,WD-Xk,W,D1,0,20,4,44,36,20,M,1.309999943,,15,19.82999992,100,79,8.149999619,216.3800049,1,0.639999986,5.880000114,1,9.600000381,27,0,2
Xk,WD-Xk,W,D2,20,40,9,40,36,24,M,1.350000024,,14,20.60000038,100,82.90000153,8.239999771,245.6999969,1,0.699999988,3.660000086,0.589999974,10,30.64999962,0,3
Xk,WD-Xk,W,D3,40,60,5,38,36,26,M,1.340000033,,17,18.79999924,100,63.09999847,8.399999619,232.5,1,1.980000019,2.599999905,0.479999989,10,29.60000038,0,4
Xk,WD-Xk,W,D4,60,80,3,38,37,25,M,1.190000057,,9,17.25,100,68,8.300000191,211.25,22.5,2.829999924,2,0.300000012,10,26,0,3
Xk,WD-Xk,W,D5,80,100,4,39,37,24,M,1.200000048,,14,17.70000076,100,72,8.300000191,172.5,233.8999939,3.24000001,1.600000024,0.400000006,10,23.5,0,3
Xl,WD-Xl,W,D1,0,20,6,69,14,17,M,1.529999971,,8,6.739999771,100,49.40000153,7.269999981,5,1,0.100000001,3.599999905,0.649999976,10.35999966,20.5,0,2
Xl,WD-Xl,W,D2,20,40,5,65,13,22,M,1.590000033,,8,8.680000305,100,50,7.449999809,20,1,0.100000001,2.400000095,0.449999988,8.569999695,20.39999962,0,3
Xl,WD-Xl,W,D3,40,60,6,63,14,23,M,1.570000052,,7,10.39999962,100,48,7.619999886,109.9300003,1,0.100000001,2,0.370000005,8.829999924,22,0,3
Xl,WD-Xl,W,D4,60,80,6,63,14,23,M,1.590000033,,7,11.30000019,100,51,7.78000021,134.5500031,12,0.100000001,2,0.349999994,7,20.5,0,2
Xl,WD-Xl,W,D5,80,100,10,62,14,24,M,1.590000033,,12,10.89999962,100,50.5,7.800000191,76,219,0.100000001,1.690000057,0.200000003,8.159999847,20,0,3
Xy,WD-Xy,W,D1,0,20,4,34,46,20,M,1.389999986,,10,12.67000008,100,39.40000153,7.909999847,162.5200043,12.25,2.450000048,5.300000191,0.730000019,7.96999979,27.39999962,0,5
Xy,WD-Xy,W,D2,20,40,7,34,42,24,M,1.409999967,,9,9.300000191,100,29.54999924,8,119,12.60000038,2.970000029,2.200000048,0.400000006,8.100000381,21,0,6
Xy,WD-Xy,W,D3,40,60,6,36,41,23,M,1.409999967,,9,7.199999809,100,27,8.050000191,90,107,3.380000114,2,0.300000012,7,13,0,5
Xy,WD-Xy,W,D4,60,80,5,35,40,25,M,1.320000052,,9,9.850000381,100,28,8,98.93000031,112,4.360000134,1.879999995,0.300000012,7.119999886,24,0,30
Xy,WD-Xy,W,D5,80,100,5,34,41,25,M,1.320000052,,14,12.39999962,100,28,8.050000191,60,329.75,4.599999905,1.600000024,0.200000003,8.159999847,18,0,34
Y,WD-Y,W,D1,0,20,10,52,31,17,M,1.539999962,,8,8.180000305,100,54,8.069999695,200.3999939,11.72999954,1.350000024,3.25,0.349999994,9.329999924,12,0,6
Y,WD-Y,W,D2,20,40,10,48,30,22,M,1.5,,10,10.19999981,100,43.79999924,8.100000381,197.5,21,2.099999905,2,0.239999995,9.300000191,17.39999962,0,6
Y,WD-Y,W,D3,40,60,10,46,31,23,M,1.539999962,,8,10.39999962,100,42.40000153,8.100000381,192.5,25.35000038,3.230000019,1.899999976,0.200000003,11.72000027,20.89999962,0,8
Y,WD-Y,W,D4,60,80,16,46,31,23,M,1.5,,6,8.619999886,100,38,8.100000381,227.5,20.64999962,4.050000191,1.360000014,0.200000003,7,21.5,0,8
Y,WD-Y,W,D5,80,100,20,45,32,23,M,1.5,,10,10,100,42.95000076,8,246.6000061,7,3.799999952,1.5,0.150000006,10.64999962,25,0,10
Yh,WD-Yh,W,D1,0,20,10,56,28,16,M,1.519999981,,10,6.320000172,100,64,8.18999958,20,11.72999954,1.049999952,1.899999976,0.349999994,9.329999924,12.19999981,0,5
Yh,WD-Yh,W,D2,20,40,10,57,27,16,M,1.450000048,,11,6.96999979,100,44.59999847,8.399999619,30,21,0.889999986,1.919999957,0.239999995,9.300000191,18,0,6
Yh,WD-Yh,W,D3,40,60,10,54,29,17,M,1.429999948,,8,9.859999657,100,42.40000153,8.479999542,38.20000076,25.35000038,0.649999976,1.620000005,0.200000003,11.72000027,21.35000038,0,8
Yh,WD-Yh,W,D4,60,80,16,49,33,18,M,1.440000057,,6,7.349999905,100,38,8.300000191,55,20.64999962,4.050000191,1.299999952,0.200000003,7,22.5,0,9
Yh,WD-Yh,W,D5,80,100,20,44,37,19,M,1.419999957,,6,6.840000153,100,44,8.319999695,67.75,7,0.469999999,2.130000114,0.150000006,10.64999962,26.5,0,11
Yk,WD-Yk,W,D1,0,20,10,48,36,16,M,1.549999952,,7,13.80000019,100,55.91999817,8.25,236.8000031,11.72999954,0.479999989,3.25999999,0.349999994,10.86999989,17.29999924,0,6
Yk,WD-Yk,W,D2,20,40,11,40,36,24,M,1.419999957,,8,12.05000019,100,43.84999847,8.180000305,276,21,0.75,2.529999971,0.239999995,10.89000034,19,0,6
Yk,WD-Yk,W,D3,40,60,32,41,34,25,M,1.450000048,,7,11.65999985,100,47,8.100000381,320,6,1.129999995,2.400000095,0.200000003,11.72000027,20.89999962,0,7
Yk,WD-Yk,W,D4,60,80,49,39,37,24,M,1.440000057,,7,11.30000019,100,35.04999924,8.159999847,315.5,2.400000095,1.330000043,1.200000048,0.200000003,7,21,0,7
Yk,WD-Yk,W,D5,80,100,48,37,40,23,M,1.379999995,,12,11.26000023,100,42.59999847,8.199999809,440.5,2.75,1.659999967,1.24000001,0.150000006,10.64999962,20,0,8
Yl,WD-Yl,W,D1,0,20,4,64,20,16,M,1.659999967,,7,7.360000134,100,47.79999924,7.929999828,20,11.72999954,0.74000001,3.049999952,0.349999994,9.699999809,11.69999981,0,6
Yl,WD-Yl,W,D2,20,40,5,58,19,23,M,1.620000005,,9,10.60000038,100,50.79999924,7.96999979,51.38000107,21,0.790000021,2.99000001,0.300000012,9.43999958,25,0,8
Yl,WD-Yl,W,D3,40,60,8,54,21,25,M,1.600000024,,6,9.350000381,100,36.38000107,8,113,25.35000038,0.980000019,2.5,0.200000003,11.72000027,28.5,0,8
Yl,WD-Yl,W,D4,60,80,13,54,22,24,M,1.629999995,,6,11.71000004,100,43,8.140000343,242.1199951,20.64999962,8.25,2,0.200000003,7,44.59999847,0,3
Yl,WD-Yl,W,D5,80,100,18,54,22,24,M,1.600000024,,10,8.100000381,100,38,8.140000343,295.4500122,7,6.349999905,1.600000024,0.150000006,10.64999962,28.5,0,9
Yt,WD-Yt,P,D1,0,20,10,52,31,17,M,1.539999962,,8,8.180000305,100,54,8.069999695,200.3999939,11.72999954,1.350000024,3.25,0.349999994,9.329999924,12,0,6
Yt,WD-Yt,P,D2,20,40,10,48,30,22,M,1.5,,10,10.19999981,100,43.79999924,8.100000381,197.5,21,2.099999905,2,0.239999995,9.300000191,17.39999962,0,6
Yt,WD-Yt,P,D3,40,60,10,46,31,23,M,1.539999962,,8,10.39999962,100,42.40000153,8.100000381,192.5,25.35000038,3.230000019,1.899999976,0.200000003,11.72000027,20.89999962,0,8
Yt,WD-Yt,P,D4,60,80,16,46,31,23,M,1.5,,6,8.619999886,100,38,8.100000381,227.5,20.64999962,4.050000191,1.360000014,0.200000003,7,21.5,0,8
Yt,WD-Yt,P,D5,80,100,20,45,32,23,M,1.5,,10,10,100,42.95000076,8,246.6000061,7,3.799999952,1.5,0.150000006,10.64999962,25,0,10
Yy,WD-Yy,W,D1,0,20,14,43,38,19,M,1.539999962,,12,10.36999989,100,55.20000076,7.989999771,233.3999939,37.5,3.180000067,3.400000095,0.460000008,8.369999886,18.5,0,6
Yy,WD-Yy,W,D2,20,40,20,40,40,20,M,1.5,,10,9.149999619,100,44.5,7.800000191,235.1999969,151.3999939,3.059999943,1.5,0.200000003,8.18999958,10,0,6
Yy,WD-Yy,W,D3,40,60,8,41,36,23,M,1.539999962,,8,6.150000095,100,41,7.800000191,178.25,214.25,4.050000191,1.049999952,0.200000003,10.5,20.89999962,0,30
Yy,WD-Yy,W,D4,60,80,16,44,31,25,M,1.5,,6,6.519999981,100,30,7.800000191,157,245,4.739999771,1.200000048,0.200000003,7,21.5,0,33
Yy,WD-Yy,W,D5,80,100,20,44,30,26,M,1.5,,10,7.800000191,100,42.95000076,7.800000191,50,320,5.539999962,1.399999976,0.150000006,10.64999962,25,0,34
Z,WD-Z,M,D1,0,20,7,39,33,28,M,1.320000052,,10,15.97000027,100,46,8.090000153,85,48.33000183,24.67000008,4.699999809,0.550000012,9.449999809,30.14999962,0,22
Z,WD-Z,M,D2,20,40,11,39,31,30,M,1.389999986,,11,15.97999954,100,50.5,8.090000153,115,19,12,3,0.449999988,8.06000042,28,0,25
Z,WD-Z,M,D3,40,60,11,39,31,30,M,1.429999948,,11,15,100,49.29999924,8.140000343,131,11.38000011,13.27999973,2.470000029,0.400000006,8.390000343,34.25,0,34
